stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
00009720,,"Nanwood - Zum Main Station Stop SB",,  43.676300, -79.747299,,,0,,,1
00009730,,"Main St S at Elgin Dr",,  43.673603, -79.743774,,,0,,,1
00009740,,"Main St S opp Peel Village Pky",,  43.671227, -79.740578,,,0,,,1
00009750,,"Main St S at Charolais Blvd",,  43.669998, -79.738861,,,0,,,1
00009760,,"Main St S at Bartley Bull Pky",,  43.667511, -79.735725,,,0,,,1
00009770,,"Hurontario St s/of Steeles Ave W",,  43.665237, -79.732552,,,0,,,1
00009780,,"Sir Lou - Zum Main Station Stop SB",,  43.661194, -79.727081,,,0,,,1
00009785,,"Ray Lawson - Zum Main Station Stop SB",,  43.658695, -79.723785,,,0,,,1
00009867,,"Clark Blvd w/of Peel Centre Dr",,  43.714310, -79.719673,,,0,,,1
00009875,,"Clark Blvd w/of Central Park Dr",,  43.715565, -79.718010,,,0,,,0
00009880,,"Clark Blvd opp Kings Cross Rd",,  43.718487, -79.712898,,,0,,,1
00009885,,"Central Park Dr n/of Clark Blvd",,  43.717430, -79.716316,,,0,,,1
00009890,,"Clark Blvd at Edenborough Dr",,  43.720722, -79.710045,,,0,,,1
00009895,,"Central Park Dr n/of Clark Blvd",,  43.717319, -79.716766,,,0,,,1
00009900,,"Clark Blvd at Earnscliffe Gate",,  43.722984, -79.709145,,,0,,,1
00009910,,"Clark Blvd e/of Esplanade Rd",,  43.724838, -79.708328,,,0,,,1
00009920,,"Clark Blvd e/of Finchgate Blvd",,  43.726288, -79.707680,,,0,,,1
00009930,,"Clark Blvd opp Folkstone Cres (W)",,  43.727589, -79.705994,,,0,,,1
00009940,,"Clark Blvd at Elrose Rd",,  43.727280, -79.702530,,,0,,,1
00009950,,"Clark Blvd at Eastbourne Dr",,  43.726383, -79.700676,,,0,,,1
00009960,,"Clark Blvd at Torbram Rd",,  43.727127, -79.697853,,,0,,,1
00009970,,"Clark Blvd e/of Torbram Rd",,  43.728577, -79.695900,,,0,,,0
00009980,,"Summerlea Rd n/of Clark Blvd",,  43.730751, -79.694405,,,0,,,0
00009990,,"Summerlea Rd at Colony Crt",,  43.731918, -79.695992,,,0,,,0
00010000,,"Summerlea Rd n/of RRX",,  43.733715, -79.698441,,,0,,,0
00010010,,"Summerlea Rd n/of Imperial Gate",,  43.735409, -79.700729,,,0,,,0
00010020,,"Walker Dr e/of Gateway Blvd",,  43.737988, -79.698601,,,0,,,0
00010030,,"Walker Dr e/of Gateway Blvd",,  43.738796, -79.697662,,,0,,,0
00010040,,"Walker Dr s/of Coventry Rd",,  43.738342, -79.695343,,,0,,,0
00010050,,"Walker Dr at Shaftsbury  Lane",,  43.736568, -79.692940,,,0,,,0
00010060,,"Walker Dr opp Indell Lane",,  43.735313, -79.691246,,,0,,,0
00010065,,"Walker Dr at Clark Blvd",,  43.734135, -79.689667,,,0,,,0
00010070,,"Clark Blvd at Airport Rd",,  43.735134, -79.686684,,,0,,,0
00010080,,"Clark Blvd at Devon Rd",,  43.736652, -79.684578,,,0,,,1
00010100,,"Devon Rd at 74 Devon Rd",,  43.735088, -79.682144,,,0,,,0
00010101,,"Pearson Int Airport Terminal 1 Ground Level",,  43.681984, -79.612968,,,0,,,1
00010110,,"Devon Rd at 50 Devon Rd",,  43.733097, -79.679474,,,0,,,0
00010120,,"Devon Rd at Intermodal Dr",,  43.731758, -79.677803,,,0,,,0
00010125,,"Airport Rd n/of Intermodal Dr",,  43.731186, -79.678795,,,0,,,0
00010130,,"Airport Rd at Woodslea Rd",,  43.730850, -79.678993,,,0,,,1
00010135,,"Woodslea Rd w/of Airport Road",,  43.730366, -79.679314,,,0,,,0
00010140,,"Woodslea Rd at Walker Dr",,  43.729019, -79.681152,,,0,,,0
00010150,,"Walker Dr at Flachsmann Whse",,  43.726933, -79.679886,,,0,,,0
00010160,,"Walker Dr opp Humpty Dumpty Whse",,  43.725784, -79.678474,,,0,,,0
00010170,,"Walker Dr at 80 Walker Dr",,  43.723984, -79.678551,,,0,,,0
00010180,,"78 Walker Dr",,  43.722218, -79.678864,,,0,,,0
00010190,,"Summerlea Rd n/of Walker Dr",,  43.720428, -79.680420,,,0,,,0
00010200,,"Summerlea Rd at 75 Summerlea Rd",,  43.721981, -79.682503,,,0,,,0
00010210,,"Summerlea Rd at 99 Summerlea Rd",,  43.723442, -79.684456,,,0,,,0
00010220,,"Summerlea Rd at Trojan Crt",,  43.724453, -79.685860,,,0,,,0
00010230,,"Summerlea Rd n/of Trojan Crt",,  43.725628, -79.687424,,,0,,,0
00010240,,"Summerlea Rd at Atlas Crt",,  43.727524, -79.690025,,,0,,,0
00010250,,"Summerlea Rd at Barton Crt",,  43.729111, -79.692162,,,0,,,0
00010260,,"Clark Blvd at Torbram Rd",,  43.727741, -79.697411,,,0,,,0
00010265,,"Clark Blvd btwn Summerlea and Torbram Rd",,  43.728870, -79.695847,,,0,,,0
00010270,,"Clark Blvd opp Ellerslie Rd",,  43.726818, -79.698799,,,0,,,1
00010280,,"Clark Blvd w/of Folkstone Cres (E)",,  43.727428, -79.702431,,,0,,,1
00010290,,"Clark Blvd at Folkstone Cres (W)",,  43.727867, -79.705574,,,0,,,1
00010300,,"Clark Blvd at Finchgate Blvd",,  43.726215, -79.707954,,,0,,,1
00010310,,"Clark Blvd opp Esplanade Rd",,  43.724976, -79.708504,,,0,,,1
00010320,,"Clark Blvd opp Earnscliffe Gate",,  43.723438, -79.709190,,,0,,,1
00010330,,"Clark Blvd at Fleetwood Cres",,  43.721298, -79.709984,,,0,,,1
00010340,,"Clark Blvd at Bramalea Rd",,  43.720089, -79.710968,,,0,,,1
00010350,,"Clark Blvd at Kings Cross Rd",,  43.718979, -79.712631,,,0,,,1
00010360,,"Clark Blvd at Central Park Dr",,  43.717056, -79.715187,,,0,,,0
00010400,,"Mountainberry Rd e/of Snowcap Rd",,  43.764748, -79.732819,,,0,,,0
00010420,,"Mountainberry Rd at Snow Leopard Crt (N)",,  43.766079, -79.730316,,,0,,,0
00010440,,"Mountainberry Rd btwn Snow Leopard & Narrow Valley",,  43.764389, -79.726776,,,0,,,0
00010450,,"Mountainberry Rd opp Mount Rainer Cres (W)",,  43.761642, -79.727371,,,0,,,0
00010460,,"Mountainberry Rd at Snowcap Rd",,  43.761032, -79.730682,,,0,,,0
00010470,,"Peter Robertson Blvd w/of Mountainash Rd",,  43.760311, -79.733063,,,0,,,1
00010480,,"Peter Robertson Blvd at Eagleridge Dr",,  43.758469, -79.735252,,,0,,,1
00010490,,"Peter Robertson Blvd w/of Torbram Rd",,  43.756367, -79.737633,,,0,,,0
00010500,,"Peter Robertson Blvd at Barley Field Rd",,  43.754433, -79.739891,,,0,,,1
00010510,,"Peter Robertson Blvd at Sunny Meadow Blvd",,  43.752129, -79.741943,,,0,,,1
00010520,,"Sunny Meadow Blvd opp Oatfield Rd",,  43.752682, -79.743195,,,0,,,1
00010530,,"Sunny Meadow Blvd at Red Clover Rd",,  43.754150, -79.745216,,,0,,,0
00010540,,"Sunny Meadow Blvd at Red River Rd",,  43.755165, -79.746574,,,0,,,1
00010580,,"Black Forest Dr at Sprucelands Ave",,  43.749508, -79.753487,,,0,,,0
00010590,,"Black Forest Dr opp Willow Park Dr",,  43.747902, -79.754776,,,0,,,1
00010593,,"Black Forest Dr opp Bunchberry Way",,  43.746441, -79.755913,,,0,,,1
00010595,,"Fernforest Dr s/of Black Forest Dr (at Bobcat St)",,  43.743793, -79.755516,,,0,,,1
00010600,,"Peter Robertson Blvd w/of Fernforest Dr",,  43.740620, -79.754257,,,0,,,0
00010610,,"Peter Robertson Blvd w/of Hickroybush Ave",,  43.740349, -79.757683,,,0,,,0
00010620,,"Peter Robertson Blvd at Dixie Rd",,  43.739326, -79.759720,,,0,,,1
00010630,,"Peter Robertson Blvd at Canada Goose Blvd",,  43.737446, -79.761658,,,0,,,1
00010640,,"Peter Robertson Blvd e/of Blue Whale Blvd",,  43.736317, -79.762749,,,0,,,0
00010650,,"Peter Robertson Blvd opp Riverbank Rd",,  43.734261, -79.763840,,,0,,,1
00010680,,"Peter Robertson Blvd at Riverbank Rd",,  43.734081, -79.763702,,,0,,,1
00010690,,"Peter Robertson Blvd at Rainstorm Rd",,  43.735497, -79.762947,,,0,,,0
00010700,,"Peter Robertson Blvd opp Canada Goose Blvd",,  43.736954, -79.761909,,,0,,,1
00010705,,"Peter Robertson Blvd at Dixie Rd",,  43.738266, -79.760445,,,0,,,1
00010710,,"Peter Robertson Blvd at Softneedle Ave",,  43.740231, -79.757339,,,0,,,1
00010720,,"Peter Robertson Blvd at Fernforest Dr",,  43.740379, -79.754669,,,0,,,0
00010730,,"Fernforest Dr at Kimberly Cres (S)",,  43.741058, -79.753899,,,0,,,1
00010740,,"Fernforest Dr at Hackberry Gate",,  43.743938, -79.755470,,,0,,,1
00010750,,"Black Forest Dr e/of Bunchberry Way",,  43.746651, -79.755486,,,0,,,0
00010760,,"Black Forest Dr e/of Willow Park Dr",,  43.748234, -79.754478,,,0,,,0
00010770,,"Black Forest Dr e/of Winterberry Gate",,  43.749409, -79.753365,,,0,,,0
00010780,,"Black Forest Dr at Bramalea Rd",,  43.750191, -79.752487,,,0,,,0
00010820,,"Sunny Meadow Blvd s/of Larkspur Rd",,  43.754982, -79.746544,,,0,,,0
00010830,,"Sunny Meadow Blvd at Squirreltail Way",,  43.754234, -79.745552,,,0,,,1
00010840,,"Sunny Meadow Blvd at Oatfield Rd",,  43.753120, -79.744057,,,0,,,1
00010845,,"Sunny Meadow Blvd at Peter Robertson Blvd",,  43.751907, -79.742470,,,0,,,1
00010850,,"Peter Robertson Blvd at Giraffe Ave (W)",,  43.752460, -79.741280,,,0,,,0
00010855,,"Sunny Meadow Blvd opp Thunderbird Trail",,  43.750393, -79.741241,,,0,,,1
00010857,,"Brampton Civic Hospital 12 SB / 35A",,  43.747833, -79.741837,,,0,,,1
00010858,,"Brampton Civic Hospital 12NB",,  43.747871, -79.741798,,,0,,,1
00010860,,"Peter Robertson Blvd at Clover Bloom Rd",,  43.754063, -79.740044,,,0,,,1
00010870,,"Peter Robertson Blvd at Torbram Rd",,  43.756363, -79.737244,,,0,,,1
00010875,,"Peter Robertson Blvd at Red Stag Rd",,  43.757668, -79.735802,,,0,,,1
00010885,,"Peter Robertson Blvd at Mountainash Rd",,  43.760365, -79.732506,,,0,,,1
00010915,,"Sunny Meadow Blvd s/of Father Tobin Rd",,  43.765614, -79.761337,,,0,,,1
00010918,,"Sunny Meadow Blvd s/of Father Tobin Rd",,  43.765820, -79.761398,,,0,,,1
00010924,,"Sunny Meadow Blvd n/of Sparhill St",,  43.764633, -79.760002,,,0,,,1
00010925,,"Sunny Meadow Blvd btwn Vanderbrink Dr & Serenes",,  43.764412, -79.759483,,,0,,,1
00010929,,"Sunny Meadow Blvd n/of Australia Dr",,  43.763508, -79.758255,,,0,,,1
00010930,,"Sunny Meadow Blvd at Australia Dr",,  43.762951, -79.757759,,,0,,,0
00010931,,"Sunny Meadow Blvd at Stanley Mills Public School",,  43.760777, -79.757362,,,0,,,1
00010934,,"Sunny Meadow Blvd s/of Chapparal Dr",,  43.762009, -79.757004,,,0,,,0
00010938,,"Sunny Meadow n/of Black Cherry Ln",,  43.759289, -79.757057,,,0,,,1
00010940,,"Sunny Meadow Blvd opp Black Cherry Lane",,  43.758854, -79.756996,,,0,,,0
00010950,,"Sunny Meadow Blvd at Sandalwood Pkwy",,  43.757587, -79.755180,,,0,,,0
00010952,,"Sunny Meadow Blvd n/of Sandalwood Pky",,  43.757656, -79.754997,,,0,,,1
00010960,,"Sandalwood Pky E w/of Bramalea Rd",,  43.753742, -79.758003,,,0,,,1
00010970,,"Sandalwood Pky E at Rattlesnake Rd",,  43.752769, -79.759590,,,0,,,1
00010975,,"Sandalwood Pky E btwn Rattlesnake and Fernforest",,  43.751320, -79.761978,,,0,,,1
00010980,,"Sandalwood Pky E at Fernforest Dr",,  43.750267, -79.763542,,,0,,,1
00010990,,"Sandalwood Pky E btwn Fernforest Dr & Dixie Rd",,  43.748150, -79.766006,,,0,,,1
00011000,,"Sandalwood Pky E opp Springtown Trail",,  43.746647, -79.767540,,,0,,,1
00011010,,"Sandalwood Pky E w/of Dixie Rd",,  43.744873, -79.769623,,,0,,,1
00011020,,"Sandalwood Pky btwn Dixie Rd and Great Lakes Dr",,  43.743359, -79.771706,,,0,,,1
00011060,,"Trinity Common Terminal Route 32/23 WB/18B Stop",,  43.731441, -79.763451,,,0,place_SPTE,,1
00011100,,"Sandalwood Pky E w/of Heart Lake Rd",,  43.736015, -79.781395,,,0,,,1
00011110,,"Sandalwood Pky E at Royal Palm Dr (E)",,  43.733799, -79.785385,,,0,,,1
00011120,,"Sandalwood Pky E at Royal Palm Dr (W)",,  43.731590, -79.788116,,,0,,,0
00011130,,"Sandalwood Pky E at Richvale Dr (WB)",,  43.730282, -79.790016,,,0,,,1
00011140,,"Sandalwood Pky E at Kennedy Rd N",,  43.728443, -79.793198,,,0,,,0
00011150,,"Kennedy Rd N n/of Sandalwood Pky E",,  43.729481, -79.794937,,,0,,,1
00011160,,"Conestoga Dr at Mondragon Circle",,  43.729816, -79.797005,,,0,,,0
00011170,,"Heart Lake Terminal Route 23 WB Stop",,  43.727787, -79.798340,,,0,place_HTLK,,1
00011180,,"Conestoga Dr at Loafers Lake Lane",,  43.726166, -79.798630,,,0,,,1
00011240,,"Sandalwood Pky W w/of Hurontario St",,  43.716747, -79.804405,,,0,,,1
00011250,,"Sandalwood Pky W opp Hydro One Bldg.",,  43.714241, -79.807182,,,0,,,1
00011260,,"Sandalwood Pky W at Van Kirk Dr",,  43.710049, -79.810318,,,0,,,1
00011290,,"Queen Mary Dr at Gold Park Place",,  43.703697, -79.813889,,,0,,,0
00011300,,"Queen Mary Dr s/of Woodvalley Dr",,  43.701817, -79.810661,,,0,,,0
00011305,,"Queen Mary Dr s/of Whispering Hills Gate",,  43.700836, -79.808540,,,0,,,0
00011310,,"Queen Mary Dr s/of Lormel Gate",,  43.699669, -79.805847,,,0,,,0
00011320,,"Queen Mary Dr s/of Sunnybrook Cres (S)",,  43.697063, -79.804695,,,0,,,0
00011330,,"Queen Mary Dr at Briarcroft Rd (E)",,  43.695469, -79.805038,,,0,,,0
00011340,,"Queen Mary Dr e/of Edenbrook Hill Dr",,  43.694504, -79.806381,,,0,,,0
00011350,,"Edenbrook Hill Dr at Briarcroft Rd (W)",,  43.694878, -79.807816,,,0,,,0
00011351,,"Edenbrook Hill Dr n/of Packham Cr",,  43.695084, -79.810280,,,0,,,1
00011360,,"Edenbrook Hill Dr s/of Duffield Rd",,  43.695564, -79.813362,,,0,,,1
00011365,,"Edenbrook Hill Dr btwn Amboise Cres & Bonistel Cr",,  43.696606, -79.815216,,,0,,,1
00011405,,"Worthington Ave s/of Fairhill Ave",,  43.686020, -79.822121,,,0,,,1
00011410,,"Worthington Ave at Gabrielle Dr",,  43.685196, -79.820999,,,0,,,1
00011420,,"Worthington Ave at Clayborne Ave",,  43.683746, -79.819054,,,0,,,0
00011430,,"Worthington Ave at Salvation Rd",,  43.681313, -79.816071,,,0,,,0
00011440,,"Mount Pleasant GO Station  Route 9 Stop",,  43.674492, -79.822433,,,0,place_MPGO,,1
00011460,,"Worthington Ave n/of Creditview Rd (n/of Bovaird)",,  43.681599, -79.816177,,,0,,,0
00011470,,"Worthington Ave opp Clayborne Ave",,  43.683636, -79.818695,,,0,,,0
00011480,,"Worthington Ave opp Gabrielle Dr",,  43.684769, -79.820213,,,0,,,1
00011485,,"Worthington Ave at Fairhill Ave",,  43.686188, -79.822136,,,0,,,1
00011490,,"Brisdale Dr opp Schooner Dr",,  43.688232, -79.821815,,,0,,,0
00011510,,"Brisdale Dr n/of Sandy Beach Rd",,  43.690052, -79.825157,,,0,,,0
00011520,,"Brisdale Dr n/of Wetmeadow Dr",,  43.691822, -79.827545,,,0,,,1
00011530,,"Brisdale Dr at Sandalwood Pky W",,  43.693230, -79.829544,,,0,,,1
00011540,,"Brisdale Dr at Ranchero Dr opp St. Edmund Campion",,  43.694332, -79.831070,,,0,,,1
00011550,,"Brisdale Dr at Ramsey Lane",,  43.696091, -79.833488,,,0,,,1
00011630,,"Sandalwood Pky W at Queen Mary Dr",,  43.703915, -79.815224,,,0,,,1
00011640,,"Sandalwood Pky W at McLaughlin Rd N",,  43.706322, -79.812096,,,0,,,1
00011650,,"Sandalwood Pky W at Van Kirk Dr",,  43.709290, -79.810013,,,0,,,1
00011660,,"Sandalwood Pky W at Hydro One Bldg.",,  43.714008, -79.806953,,,0,,,1
00011670,,"Sandalwood Pky W at Hurontario St",,  43.717049, -79.803703,,,0,,,1
00011730,,"Heart Lake Terminal Route 21 Stop",,  43.727783, -79.798141,,,0,place_HTLK,,1
00011750,,"Sandalwood Pky E at Richvale Dr (EB)",,  43.729691, -79.790253,,,0,,,1
00011760,,"Sandalwood Pky E opp Royal Palm Dr (W)",,  43.731030, -79.788574,,,0,,,1
00011770,,"Sandalwood Pky E at Glover Gate",,  43.733341, -79.785423,,,0,,,1
00011780,,"Sandalwood Pky E at Heart Lake Rd",,  43.735214, -79.782143,,,0,,,1
00011790,,"Great Lakes Dr at Sandalwood Pky E",,  43.741016, -79.773369,,,0,,,1
00011810,,"Great Lakes Dr s/of Sailwind Rd (St. Isac E.S.)",,  43.736481, -79.769081,,,0,,,1
00011815,,"Great Lakes Dr s/of Serenity Ln",,  43.734726, -79.767258,,,0,,,0
00011825,,"Great Lakes Dr s/of Peter Robertson Blvd",,  43.732773, -79.764351,,,0,,,1
00011830,,"Trinity Common Terminal Route 33/23 EB/21 Stop",,  43.731213, -79.763298,,,0,place_SPTE,,1
00011840,,"Great Lakes Dr at Beachsurf Rd",,  43.734158, -79.766235,,,0,,,1
00011850,,"Great Lakes Dr at Sailwind Rd",,  43.736832, -79.769173,,,0,,,1
00011860,,"Great Lakes Dr at Harold M. Brathwaite S.S.",,  43.737770, -79.770393,,,0,,,1
00011870,,"Great Lakes Dr at Sandalwood Pky E",,  43.741188, -79.773170,,,0,,,1
00011875,,"Sandalwood Pky at Rec Centre Entrance",,  43.743206, -79.771271,,,0,,,1
00011880,,"Sandalwood Pky E at Dixie Rd",,  43.744755, -79.769211,,,0,,,1
00011890,,"Sandalwood Pky E e/of Springtown Trail",,  43.746742, -79.767059,,,0,,,1
00011910,,"Sandalwood Pky E at Pinecone Way",,  43.752312, -79.759941,,,0,,,1
00011920,,"Sandalwood Pky E at Bramalea Rd",,  43.753765, -79.757530,,,0,,,1
00011940,,"Sandalwood Pky E e/of Sunny Meadow Blvd",,  43.757984, -79.753929,,,0,,,1
00011950,,"Sandalwood Pky E opp Black Cherry Lane",,  43.759109, -79.753273,,,0,,,1
00011960,,"Sandalwood Pky E at Cobblestone Crt",,  43.761070, -79.752327,,,0,,,1
00011970,,"Sandalwood Pky E at Lakespring Gate",,  43.763809, -79.750267,,,0,,,1
00011975,,"Sandalwood Pky E at Torbram Rd",,  43.764935, -79.748695,,,0,,,1
00011980,,"Torbram Rd n/of Sandalwood Pky E",,  43.765667, -79.748940,,,0,,,1
00011982,,"Torbram Rd at Brucewood Rd",,  43.767448, -79.751411,,,0,,,1
00011986,,"Torbram Rd s/of Father Tobin Rd",,  43.769684, -79.754486,,,0,,,0
00012040,,"English St w/of Main St N",,  43.694393, -79.771965,,,0,,,0
00012050,,"English St at Murray St",,  43.693413, -79.773033,,,0,,,0
00012060,,"English St e/of Talbot St",,  43.690716, -79.775963,,,0,,,0
00012070,,"English St at Vodden St W",,  43.689404, -79.776207,,,0,,,0
00012080,,"Vodden St W at Talbot St",,  43.689411, -79.778633,,,0,,,0
00012090,,"Vodden St W at Roseland Gate",,  43.689793, -79.782272,,,0,,,0
00012100,,"Vodden St W at Williams Pky W",,  43.690380, -79.784477,,,0,,,1
00012110,,"Royal Orchard Dr n/of Williams Pky W",,  43.690971, -79.785500,,,0,,,1
00012120,,"Royal Orchard Dr at Trailridge Dr",,  43.692211, -79.786232,,,0,,,1
00012130,,"Royal Orchard Dr opp Dunhill Rd",,  43.693798, -79.786850,,,0,,,1
00012140,,"Royal Orchard Dr at Suncrest Dr",,  43.694572, -79.787750,,,0,,,1
00012150,,"Royal Orchard Dr at Richwood Cres (S)",,  43.696491, -79.790314,,,0,,,1
00012160,,"Royal Orchard Dr at Richwood Cres (N)",,  43.696953, -79.792114,,,0,,,1
00012170,,"Royal Orchard Dr at Bovaird Dr",,  43.697956, -79.794594,,,0,,,1
00012180,,"Van Kirk Dr at Canam Cres (S)",,  43.698944, -79.796082,,,0,,,0
00012190,,"Van Kirk Dr at Canam Cres (N)",,  43.700077, -79.797798,,,0,,,0
00012200,,"Van Kirk Dr n/of Railway Tracks (northbound)",,  43.703732, -79.799858,,,0,,,0
00012210,,"Van Kirk Dr at 95 Van Kirk Dr",,  43.705715, -79.801567,,,0,,,0
00012220,,"Van Kirk Dr at 111 Van Kirk Dr",,  43.707615, -79.804138,,,0,,,0
00012230,,"Van Kirk Dr at Regan Rd",,  43.708893, -79.805885,,,0,,,0
00012240,,"Van Kirk Dr s/of Sandalwood Pky W",,  43.709572, -79.808388,,,0,,,0
00012250,,"Van Kirk Dr n/of Sandalwood Pky W",,  43.709698, -79.811081,,,0,,,0
00012260,,"Van Kirk Dr at Van Scott Dr",,  43.710785, -79.814117,,,0,,,1
00012270,,"Van Kirk Dr at Viceroy Cres (S)",,  43.713486, -79.817780,,,0,,,1
00012280,,"Van Kirk Dr at Van Scott Dr (N)",,  43.715378, -79.818962,,,0,,,1
00012290,,"Van Kirk Dr at Wanless Dr",,  43.718266, -79.821419,,,0,,,1
00012295,,"Wanless Dr at 225 Wanless Dr",,  43.721600, -79.818260,,,0,,,1
00012300,,"Wanless Dr opp Tournament Dr",,  43.723652, -79.816170,,,0,,,1
00012330,,"Conestoga Dr opp Steven Crt",,  43.725060, -79.794701,,,0,,,0
00012340,,"Conestoga Dr at Cranmore Crt",,  43.723312, -79.791771,,,0,,,0
00012345,,"Conestoga Dr at Ruth Ave",,  43.720776, -79.789299,,,0,,,0
00012348,,"Conestoga Dr n/of Polygon Crt",,  43.722649, -79.791054,,,0,,,0
00012350,,"Conestoga Dr btwn Polygon Crt & Ruth Ave",,  43.721352, -79.789734,,,0,,,0
00012360,,"Conestoga Dr at Ebby Ave",,  43.717781, -79.788208,,,0,,,0
00012365,,"Conestoga Dr opp Jay St",,  43.719345, -79.788979,,,0,,,0
00012370,,"Conestoga Dr s/of Ebby Ave (at Heart Lake S.S.)",,  43.717049, -79.788033,,,0,,,0
00012380,,"Conestoga Dr n/of Wexford Rd",,  43.715023, -79.784851,,,0,,,1
00012385,,"Conestoga Dr at Bovaird Dr W",,  43.713184, -79.780449,,,0,,,0
00012390,,"Conestoga Dr at Wexford Dr",,  43.714947, -79.785004,,,0,,,0
00012400,,"Wanless Dr at Hurontario St",,  43.725304, -79.814392,,,0,,,1
00012410,,"Hurontario St at 10866 Hurontario St-Price Chopper",,  43.723919, -79.811729,,,0,,,1
00012420,,"Hurontario St opp Petworth Dr",,  43.721378, -79.808258,,,0,,,1
00012425,,"Sandalwood - Zum Main Station Stop NB",,  43.718307, -79.803497,,,0,,,1
00012430,,"Sandalwood Loop",,  43.720726, -79.808556,,,0,place_SWLP,,1
00012470,,"Sandalwood Pky E e/of Conestoga Dr",,  43.726170, -79.795723,,,0,,,1
00012495,,"Heart Lake Terminal Route 7 NB - Departure",,  43.728092, -79.798119,,,0,place_HTLK,,1
00012560,,"Hurontario St at Petworth Rd",,  43.721687, -79.808121,,,0,,,1
00012565,,"Hurontario St at 10866 Hurontario St(Price Chopper",,  43.723858, -79.811150,,,0,,,0
00012568,,"Hurontario St at Conservation Dr",,  43.725605, -79.813446,,,0,,,0
00012570,,"Wanless Dr w/of Hurontario St",,  43.725365, -79.814735,,,0,,,1
00012580,,"Wanless Dr e/of Tournament Dr",,  43.724197, -79.815979,,,0,,,1
00012585,,"Wanless Dr btwn Tournament Dr & Van Kirk Dr",,  43.722725, -79.817551,,,0,,,0
00012590,,"Van Kirk Dr s/of Wanless Dr",,  43.718113, -79.821426,,,0,,,1
00012600,,"Van Kirk Dr at Van Scott Dr",,  43.715717, -79.819336,,,0,,,1
00012610,,"Van Kirk Dr opp Viceroy Cres (S)",,  43.713581, -79.818039,,,0,,,1
00012615,,"Van Kirk Dr s/of Mossgrove Cres",,  43.711266, -79.814980,,,0,,,0
00012630,,"Van Kirk Dr at Cedar Valley Blvd",,  43.709843, -79.812714,,,0,,,0
00012640,,"Van Kirk Dr btwn Sandalwood Pky W & Regan Rd",,  43.709427, -79.808159,,,0,,,0
00012650,,"Van Kirk Dr s/of Regan Rd (N) (opp 111 Van Kirk Dr",,  43.707268, -79.803955,,,0,,,0
00012660,,"Van Kirk Dr s/of Regan Rd (N) (opp 105 Van Kirk Dr",,  43.705856, -79.802040,,,0,,,0
00012675,,"Van Kirk Dr n/of Railway Tracks (southbound)",,  43.704044, -79.800179,,,0,,,1
00012678,,"Van Kirk Dr at Regan Rd",,  43.700367, -79.798470,,,0,,,0
00012690,,"Van Kirk Dr opp Canam Cres (n/of Bovaird Dr W)",,  43.698910, -79.796379,,,0,,,1
00012710,,"Royal Orchard Dr at Springview Dr (N)",,  43.696964, -79.792770,,,0,,,1
00012715,,"Royal Orchard Dr opp Richwood Cres (S)",,  43.696484, -79.790619,,,0,,,1
00012720,,"Royal Orchard Dr at Red Maple Dr",,  43.694534, -79.787933,,,0,,,1
00012730,,"Royal Orchard Dr at Springview Dr (S)",,  43.691895, -79.786339,,,0,,,1
00012740,,"Royal Orchard Dr at Williams Pky W",,  43.690639, -79.785194,,,0,,,1
00012750,,"Vodden St W s/of Williams Pky W",,  43.690189, -79.784409,,,0,,,1
00012760,,"Vodden St W at Brookview Rd",,  43.689575, -79.781593,,,0,,,1
00012770,,"Vodden St W opp Talbot St",,  43.689289, -79.778732,,,0,,,1
00012780,,"Vodden St W at Pleasantview Ave",,  43.689175, -79.776237,,,0,,,0
00012790,,"English St opp Talbot St",,  43.690472, -79.775993,,,0,,,0
00012795,,"English St n/of Alison Crt ( 41 English St )",,  43.692230, -79.774155,,,0,,,0
00012800,,"English St opp Murray St",,  43.693592, -79.772667,,,0,,,0
00012810,,"English St at Main St",,  43.694447, -79.771729,,,0,,,1
00012840,,"Main St N at Market St",,  43.689213, -79.764534,,,0,,,1
00012920,,"Vodden St W w/of Main St N",,  43.692482, -79.770264,,,0,,,1
00012930,,"Vodden St W at Rosebud Ave",,  43.690418, -79.772552,,,0,,,0
00012940,,"Vodden St W at English St",,  43.689411, -79.775581,,,0,,,0
00012970,,"Williams Pky W w/of Royal Orchard Dr",,  43.690300, -79.785362,,,0,,,1
00012980,,"Williams Pky W at McLaughlin Rd N",,  43.688721, -79.787193,,,0,,,1
00012990,,"Williams Pky W w/of McLaughlin Rd N",,  43.686897, -79.788788,,,0,,,1
00013000,,"Williams Pky W at Fletchers Creek Blvd",,  43.684689, -79.790985,,,0,,,1
00013010,,"Fletchers Creek Blvd n/of Porchlight Rd",,  43.686241, -79.794571,,,0,,,1
00013020,,"Fletchers Creek Blvd opp Binder Twine Trail",,  43.687206, -79.797562,,,0,,,1
00013030,,"Fletchers Creek Blvd at Dwellers Rd",,  43.689068, -79.800819,,,0,,,1
00013033,,"Fletchers Creek s/of Bovaird Dr",,  43.691025, -79.802551,,,0,,,0
00013040,,"Edenbrook Hill Dr at Queen Anne Dr",,  43.692734, -79.804863,,,0,,,0
00013070,,"Edenbrook Hill Dr opp Peachleaf Cres",,  43.697830, -79.817337,,,0,,,1
